City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
380,russell,0,AR,1521993600,18,-33.01,-68.8,64.4,13.87
381,mosquera,90,CO,1521993600,61,4.71,-74.23,80.6,6.93
382,sulangan,80,PH,1521997065,100,11.14,123.72,81.43,24.36
383,alice town,0,BS,1521997065,100,25.72,-79.3,72.75,8.03
384,gaoua,0,BF,1521997065,35,10.33,-3.18,88.0,2.04
385,luderitz,0,NA,1521993600,60,-26.65,15.16,69.8,28.86
386,glinde,0,DE,1521994800,61,53.54,10.21,48.2,6.93
387,fortuna,40,ES,1521995400,50,38.18,-1.13,60.8,11.41
388,meulaboh,64,ID,1521996801,100,4.14,96.13,80.44,2.89
389,bar harbor,90,US,1521993360,55,44.39,-68.2,33.8,11.41
390,borogontsy,36,RU,1521997066,74,62.67,131.17,5.47,6.73
391,nouadhibou,12,MR,1521993600,64,20.93,-17.03,71.6,19.46
392,estelle,90,US,1521996600,83,32.87,-97.01,75.2,11.41
393,nemuro,44,JP,1521997067,90,43.32,145.57,35.85,11.88
394,erie,1,US,1521993360,46,42.13,-80.09,32.0,18.34
395,sibu,75,MY,1521993600,88,2.29,111.83,77.0,3.36
396,yavaros,0,MX,1521996821,35,26.7,-109.52,85.62,7.25
397,molinella,40,IT,1521994800,53,44.62,11.67,53.6,5.82
398,ishurdi,12,BD,1521997068,86,24.13,89.07,74.95,4.79
399,olkhovka,8,RU,1521997068,54,53.21,60.61,9.34,7.63
400,port-gentil,40,GA,1521993600,88,-0.72,8.78,82.4,13.87
401,bukachacha,80,RU,1521997068,46,52.99,116.91,47.23,9.15
402,le port,92,FR,1521997070,95,42.87,1.37,31.03,1.7
403,belyy yar,0,RU,1521995400,69,53.6,91.39,33.8,8.95
404,kargil,20,PK,1521997070,93,34.56,76.13,10.02,1.36
405,tautira,75,PF,1521995400,78,-17.73,-149.15,78.8,2.24
406,half moon bay,40,US,1521995700,87,37.46,-122.43,48.2,4.7
407,shakhtinsk,75,KZ,1521995400,66,49.71,72.59,50.0,22.37
408,ostersund,90,SE,1521994800,85,63.18,14.64,23.0,6.93
409,awbari,0,LY,1521997071,10,26.59,12.77,71.04,7.36
410,pontes e lacerda,88,BR,1521997071,100,-15.23,-59.33,75.94,9.82
411,sondrio,0,IT,1521994800,47,46.17,9.88,51.8,10.29
412,rio grande,90,BR,1521993600,82,-32.03,-52.1,68.0,12.75
413,whitehaven,90,US,1521996600,100,35.03,-90.03,48.2,4.7
414,necochea,92,AR,1521996803,100,-38.55,-58.74,53.94,8.59
415,najran,0,SA,1521993600,9,17.54,44.22,77.0,9.17
416,lichinga,24,MZ,1521997072,86,-13.3,35.25,70.18,4.9
417,vila velha,40,BR,1521993600,59,-3.71,-38.6,89.6,11.41
418,pitimbu,75,BR,1521993600,66,-7.47,-34.81,84.2,12.75
419,nabire,8,ID,1521996808,92,-3.36,135.5,68.92,2.26
420,new amsterdam,68,GY,1521997072,55,6.25,-57.52,89.62,9.37
421,alyangula,88,AU,1521997073,100,-13.85,136.42,78.19,7.4
422,alihe,32,CN,1521997073,75,50.57,123.73,27.25,6.35
423,boden,0,SE,1521994800,52,65.83,21.69,19.4,10.29
424,kiunga,76,PG,1521997073,99,-6.12,141.3,72.7,0.98
425,bay roberts,90,CA,1521994260,86,47.58,-53.28,28.4,27.51
426,ialibu,92,PG,1521997074,94,-6.28,143.99,53.67,1.25
427,kosh-agach,44,RU,1521997074,53,49.99,88.66,33.69,20.11
428,gidole,0,ET,1521997074,91,5.65,37.37,64.24,1.88
429,pangai,92,TO,1521997074,100,-19.8,-174.35,76.12,13.4
430,ziyang,92,CN,1521997075,90,30.12,104.65,58.89,1.54
431,poum,90,MK,1521995400,75,41.28,20.71,41.0,6.93
432,xinqing,0,CN,1521997075,68,48.28,129.53,16.5,2.1
433,saint-pierre,0,FR,1521995400,50,48.95,4.24,57.2,8.05
434,tabou,20,CI,1521997075,100,4.42,-7.36,82.2,8.37
435,san policarpo,92,PH,1521996873,99,12.18,125.51,78.69,15.97
436,skibbereen,75,IE,1521995400,76,51.55,-9.27,48.2,10.29
437,nishihara,1,JP,1521993600,75,35.74,139.53,53.6,4.7
438,erzin,75,TR,1521994800,63,36.95,36.2,62.6,3.36
439,wenling,92,CN,1521997076,95,28.38,121.38,55.24,4.0
440,san rafael del sur,40,NI,1521993600,52,11.85,-86.44,87.8,16.11
441,sinegorye,0,RU,1521997077,51,62.09,150.53,-19.82,2.1
442,avera,90,US,1521996000,87,33.19,-82.53,46.4,6.93
443,arman,20,RU,1521993600,83,59.7,150.17,-14.81,2.59
444,trairi,80,BR,1521997077,100,-3.28,-39.27,82.92,9.37
445,shangzhi,0,CN,1521997077,68,45.21,127.96,25.72,2.82
446,poya,56,NC,1521997078,100,-21.35,165.16,78.01,14.34
447,boali,20,CF,1521993600,49,4.81,18.11,89.6,4.7
448,marathon,40,CA,1521993600,53,48.72,-86.38,26.6,10.29
449,shimoda,0,JP,1521997078,100,34.7,138.93,58.17,11.83
450,haines junction,0,CA,1521997078,68,60.75,-137.51,2.14,2.89
451,moron,20,VE,1521993600,48,10.49,-68.2,86.0,5.82
452,ayame,56,CI,1521997079,92,5.61,-3.16,80.04,4.83
453,elko,90,US,1521993360,50,40.83,-115.76,33.8,16.11
454,umba,0,RU,1521997079,71,66.69,34.34,17.85,12.1
455,bismarck,90,US,1521996000,80,46.81,-100.78,35.6,8.05
456,viedma,0,AR,1521997080,46,-40.81,-62.99,66.45,10.27
457,fairbanks,1,US,1521993480,50,64.84,-147.72,6.8,10.29
458,shilka,48,RU,1521997080,59,51.85,116.03,46.74,15.57
459,deputatskiy,0,RU,1521996802,37,69.3,139.9,-25.76,2.71
460,san pedro,0,AR,1521997082,60,-33.68,-59.66,66.99,11.65
461,george,8,NG,1521997082,83,6.63,3.35,83.64,8.08
462,saint-paul,90,FR,1521995400,76,45.22,1.9,50.0,3.36
463,sioux lookout,90,CA,1521993600,46,50.1,-91.92,28.4,11.41
464,savonlinna,90,FI,1521994800,92,61.87,28.88,23.0,5.82
465,camargo,20,MX,1521997084,12,27.69,-105.17,81.7,4.56
466,port hardy,75,CA,1521993600,86,50.7,-127.42,37.4,5.82
467,bonavista,48,CA,1521997084,91,48.65,-53.11,30.85,31.29
468,hvide sande,68,DK,1521994800,100,56.01,8.13,42.8,6.93
469,shelburne,1,CA,1521993600,43,44.08,-80.2,33.8,8.05
470,cambrils,40,ES,1521995400,71,41.07,1.07,53.6,2.24
471,cariamanga,92,EC,1521997085,82,-4.33,-79.56,74.5,2.37
472,kilindoni,24,TZ,1521997085,100,-7.91,39.67,82.15,7.29
473,cantagallo,40,CO,1521993600,70,7.38,-73.91,86.0,5.82
474,morro bay,1,US,1521993360,70,35.37,-120.85,48.2,4.7
475,canto do buriti,76,BR,1521997086,86,-8.11,-42.94,82.2,10.04
476,ozernovskiy,44,RU,1521997086,88,51.5,156.52,15.64,4.9
477,chimore,100,BO,1521997086,100,-16.98,-65.13,67.89,6.02
478,pangnirtung,75,CA,1521993600,53,66.15,-65.72,-2.21,8.93
479,camacha,75,PT,1521995400,82,33.08,-16.33,69.8,18.34
480,ambon,75,FR,1521995400,76,47.55,-2.56,53.6,12.75
481,berlevag,75,NO,1521993000,53,70.86,29.09,24.8,18.34
482,turkmenabat,75,TM,1521993600,23,39.09,63.58,77.0,6.93
483,karvina,75,CZ,1521995400,56,49.85,18.54,41.0,10.29
484,kralendijk,75,BQ,1521993300,62,12.15,-68.27,86.0,18.34
485,morshyn,0,UA,1521995400,55,49.15,23.87,37.4,4.47
486,miraflores,68,CO,1521997088,86,5.2,-73.14,59.52,2.37
487,hals,20,AT,1521994800,43,48.59,13.46,51.8,4.7
488,sandwick,76,GB,1521993000,75,54.57,-2.89,44.6,17.22
489,gigmoto,88,PH,1521997089,100,13.78,124.39,78.37,14.9
490,aykhal,56,RU,1521996813,79,65.95,111.51,19.29,10.27
491,benjamin constant,75,BR,1521993600,70,-4.38,-70.03,87.8,3.36
492,muroto,36,JP,1521997090,100,33.37,134.14,47.77,3.33
493,kuloy,92,RU,1521997090,92,61.03,42.49,26.35,7.36
494,batemans bay,0,AU,1521997090,72,-35.71,150.18,65.95,9.04
495,nuevo progreso,8,US,1521993300,48,26.05,-97.95,84.2,18.34
496,liverpool,20,GB,1521994800,61,53.41,-2.98,50.0,13.87
497,marawi,36,PH,1521996847,100,8.0,124.29,66.04,1.77
498,llangefni,0,GB,1521993000,66,53.26,-4.31,48.2,5.82
499,teya,5,MX,1521992820,42,21.05,-89.07,84.2,16.11
500,giddalur,8,IN,1521997091,79,15.38,78.93,73.96,3.78
501,arvi,20,IN,1521997091,30,21.0,78.23,75.49,9.26
502,beyneu,44,KZ,1521996868,82,45.32,55.19,40.17,15.35
503,talnakh,12,RU,1521996833,55,69.49,88.39,-32.6,2.37
504,kartaly,0,RU,1521997092,58,53.05,60.64,10.51,6.13
505,awjilah,0,LY,1521997092,12,29.14,21.3,70.14,10.83
506,asosa,80,ET,1521997092,32,10.07,34.53,78.01,4.38
507,piacabucu,92,BR,1521997092,67,-10.41,-36.43,83.37,13.29
508,prainha,88,BR,1521997092,86,-1.8,-53.48,81.3,2.89
509,xiongzhou,8,CN,1521993600,93,32.34,118.83,55.4,2.24
510,ibra,0,OM,1521996817,41,22.69,58.55,56.37,2.33
511,wasilla,1,US,1521993360,72,61.58,-149.44,21.2,4.23
512,karasburg,0,NA,1521997093,36,-28.01,18.75,63.43,5.73
513,lumphat,68,KH,1521997093,59,13.5,106.97,78.6,2.37
514,freeport,0,BS,1521997000,97,26.54,-78.7,73.92,9.26
515,bonfim,75,BR,1521993600,57,-20.33,-44.24,80.6,8.05
516,thinadhoo,56,MV,1521997094,98,0.53,72.93,85.44,6.73
517,itupiranga,75,BR,1521993600,70,-5.13,-49.33,86.0,3.36
518,eyl,8,SO,1521997094,93,7.98,49.82,78.15,16.98
519,sur,0,OM,1521996897,82,22.57,59.53,77.38,2.89
520,daru,68,SL,1521997095,37,7.99,-10.85,92.77,1.59
521,alice springs,8,AU,1521993600,36,-23.7,133.88,78.8,13.87
522,labuhan,88,ID,1521997095,99,-2.54,115.51,71.53,2.26
523,betanzos,20,ES,1521995400,71,43.28,-8.21,51.8,10.29
524,cockburn town,0,TC,1521996810,100,21.46,-71.14,74.82,14.79
525,togur,32,RU,1521997096,84,58.36,82.83,18.39,2.82
526,kainantu,88,PG,1521997096,100,-6.29,145.87,64.42,0.31
527,merauke,68,ID,1521997096,100,-8.49,140.4,77.34,12.84
528,linxia,80,CN,1521997096,72,35.6,103.21,30.58,2.26
529,xacmaz,24,AZ,1521997097,85,41.46,48.81,39.94,2.04
530,semporna,75,MY,1521993600,94,4.48,118.61,75.2,8.41
531,vermillion,90,US,1521995700,100,42.78,-96.93,33.8,13.87
532,acapulco,5,MX,1521992460,69,16.86,-99.88,82.4,2.24
533,rochegda,44,RU,1521997098,74,62.67,43.41,21.22,7.81
534,flin flon,90,CA,1521993600,91,54.77,-101.88,32.0,2.24
535,bom jardim,40,BR,1521993600,54,-7.8,-35.59,84.2,10.29
536,broome,20,GB,1521994800,50,52.47,1.45,55.4,4.7
537,beroroha,64,MG,1521997099,50,-21.68,45.17,83.55,7.4
538,qaqortoq,20,GL,1521993000,31,60.72,-46.03,17.6,13.87
539,bayaguana,75,DO,1521993600,62,18.75,-69.64,84.2,13.87
540,karoi,20,ZW,1521997099,90,-16.82,29.68,69.15,2.89
541,swan river,0,CA,1521997100,92,52.11,-101.27,36.12,10.65
542,tomatlan,0,MX,1521997100,49,19.93,-105.25,85.17,3.38
543,sorland,75,NO,1521994800,80,67.67,12.69,30.2,11.41
544,ocean city,75,US,1521996060,69,30.44,-86.61,75.2,8.05
545,mahbubabad,0,IN,1521997100,62,17.62,80.02,79.77,8.93
546,warora,0,IN,1521997101,35,20.23,79.0,73.33,10.09
547,gobabis,68,NA,1521993600,25,-22.45,18.97,89.6,3.36
548,morondava,0,MG,1521996861,79,-20.3,44.28,84.9,7.92
549,leningradskiy,80,RU,1521996824,91,69.38,178.42,-1.06,19.1
550,anadyr,90,RU,1521993600,84,64.73,177.51,-0.41,31.32
551,manicore,56,BR,1521997102,69,-5.81,-61.3,87.42,3.0
552,chapais,1,CA,1521993600,58,49.78,-74.86,26.6,4.05
553,amahai,20,ID,1521997102,100,-3.31,129.0,80.98,11.05
554,baculin,0,PH,1521997102,94,7.45,126.58,75.31,7.4
555,vestmannaeyjar,75,IS,1521993600,88,63.44,-20.27,39.2,12.75
556,presidente epitacio,56,BR,1521997102,100,-21.76,-52.12,81.52,5.28
557,belaya kholunitsa,92,RU,1521997103,88,58.84,50.85,26.26,16.8
558,pangody,56,RU,1521997074,73,65.85,74.49,-2.99,6.8
559,monte san pietro,40,IT,1521994800,53,44.44,11.14,53.6,5.82
560,bacolod,92,PH,1521997103,91,10.68,122.95,75.72,13.44
561,uarini,75,BR,1521993600,74,-2.98,-65.16,86.0,8.05
